Datetime,Open,High,Low,Close,Adj Close,Volume
2021-03-19 09:30:00-04:00,2029.72998046875,2031.239990234375,2020.81005859375,2020.81005859375,2020.81005859375,245258
2021-03-19 09:35:00-04:00,2020.8499755859375,2022.0899658203125,2014.5,2019.530029296875,2019.530029296875,33587
2021-03-19 09:40:00-04:00,2016.0,2016.0,2012.22998046875,2012.4200439453125,2012.4200439453125,25466
2021-03-19 09:45:00-04:00,2014.5999755859375,2018.5799560546875,2012.8349609375,2012.9000244140625,2012.9000244140625,29714
2021-03-19 09:50:00-04:00,2011.0,2016.47998046875,2008.4100341796875,2016.47998046875,2016.47998046875,41459
2021-03-19 09:55:00-04:00,2013.0,2020.8399658203125,2011.1600341796875,2013.22998046875,2013.22998046875,30749
2021-03-19 10:00:00-04:00,2011.989990234375,2013.6099853515625,2004.3900146484375,2006.02001953125,2006.02001953125,27678
2021-03-19 10:05:00-04:00,2005.469970703125,2008.010009765625,2002.9300537109375,2006.27001953125,2006.27001953125,26010
2021-03-19 10:10:00-04:00,2007.0849609375,2010.800048828125,2005.1400146484375,2010.7200927734375,2010.7200927734375,20392
2021-03-19 10:15:00-04:00,2010.0,2010.0,2006.02001953125,2006.760009765625,2006.760009765625,18032
2021-03-19 10:20:00-04:00,2007.8800048828125,2016.8599853515625,2007.81005859375,2016.2900390625,2016.2900390625,25921
2021-03-19 10:25:00-04:00,2017.5799560546875,2020.4599609375,2016.239990234375,2018.6300048828125,2018.6300048828125,20308
2021-03-19 10:30:00-04:00,2018.8199462890625,2018.89501953125,2010.31005859375,2012.6199951171875,2012.6199951171875,16921
2021-03-19 10:35:00-04:00,2016.165283203125,2027.1600341796875,2015.9000244140625,2026.875,2026.875,17934
2021-03-19 10:40:00-04:00,2026.0,2027.1650390625,2024.5,2026.27001953125,2026.27001953125,13986
2021-03-19 10:45:00-04:00,2025.889892578125,2027.0,2024.260009765625,2025.0,2025.0,12089
2021-03-19 10:50:00-04:00,2023.276611328125,2028.0,2023.276611328125,2024.8199462890625,2024.8199462890625,17354
2021-03-19 10:55:00-04:00,2025.0799560546875,2027.4200439453125,2022.4749755859375,2027.4200439453125,2027.4200439453125,12697
2021-03-19 11:00:00-04:00,2027.7099609375,2032.7449951171875,2026.2900390625,2030.72998046875,2030.72998046875,15963
2021-03-19 11:05:00-04:00,2029.9300537109375,2031.6099853515625,2028.6099853515625,2029.2349853515625,2029.2349853515625,11821
2021-03-19 11:10:00-04:00,2027.4300537109375,2029.6600341796875,2025.68505859375,2028.77001953125,2028.77001953125,15712
2021-03-19 11:15:00-04:00,2028.5150146484375,2030.8499755859375,2024.780029296875,2026.1500244140625,2026.1500244140625,12320
2021-03-19 11:20:00-04:00,2025.844970703125,2027.6800537109375,2021.0,2021.1500244140625,2021.1500244140625,11806
2021-03-19 11:25:00-04:00,2020.0,2021.3299560546875,2016.93994140625,2020.5968017578125,2020.5968017578125,19271
2021-03-19 11:30:00-04:00,2022.9000244140625,2024.489990234375,2021.27001953125,2023.06005859375,2023.06005859375,7795
2021-03-19 11:35:00-04:00,2024.3299560546875,2027.0050048828125,2023.800048828125,2025.675048828125,2025.675048828125,5884
2021-03-19 11:40:00-04:00,2026.1500244140625,2028.47998046875,2025.8802490234375,2027.8399658203125,2027.8399658203125,7871
