Datetime,Open,High,Low,Close,Adj Close,Volume
2021-03-19 09:30:00-04:00,3040.570068359375,3043.47998046875,3027.989990234375,3027.989990234375,3027.989990234375,472911
2021-03-19 09:35:00-04:00,3029.5,3033.679931640625,3021.780029296875,3023.010009765625,3023.010009765625,73502
2021-03-19 09:40:00-04:00,3020.0,3027.590087890625,3016.6298828125,3026.7216796875,3026.7216796875,92590
2021-03-19 09:45:00-04:00,3024.0,3039.489990234375,3023.259033203125,3028.202392578125,3028.202392578125,108169
2021-03-19 09:50:00-04:00,3029.570068359375,3046.594970703125,3028.510009765625,3041.8701171875,3041.8701171875,54409
2021-03-19 09:55:00-04:00,3039.0,3056.550048828125,3039.0,3046.264892578125,3046.264892578125,81687
2021-03-19 10:00:00-04:00,3045.0,3046.85498046875,3026.97998046875,3027.60009765625,3027.60009765625,62725
2021-03-19 10:05:00-04:00,3028.25,3033.110107421875,3021.18994140625,3025.449951171875,3025.449951171875,51463
2021-03-19 10:10:00-04:00,3026.054931640625,3028.719970703125,3020.39990234375,3028.719970703125,3028.719970703125,50227
2021-03-19 10:15:00-04:00,3028.14990234375,3037.159912109375,3025.89990234375,3034.360107421875,3034.360107421875,46690
2021-03-19 10:20:00-04:00,3034.510009765625,3047.43994140625,3032.449951171875,3047.43994140625,3047.43994140625,53952
2021-03-19 10:25:00-04:00,3047.989990234375,3051.510009765625,3047.1201171875,3049.994873046875,3049.994873046875,46492
2021-03-19 10:30:00-04:00,3049.820068359375,3052.510009765625,3035.35009765625,3036.75,3036.75,64986
2021-03-19 10:35:00-04:00,3037.330078125,3056.0,3037.330078125,3056.0,3056.0,57094
2021-03-19 10:40:00-04:00,3055.156005859375,3057.0,3050.510009765625,3051.47998046875,3051.47998046875,39032
2021-03-19 10:45:00-04:00,3051.4599609375,3055.89990234375,3048.919921875,3048.919921875,3048.919921875,33251
2021-03-19 10:50:00-04:00,3049.0400390625,3052.419921875,3045.760009765625,3047.489990234375,3047.489990234375,29712
2021-03-19 10:55:00-04:00,3050.0,3051.0,3043.474853515625,3051.0,3051.0,28997
2021-03-19 11:00:00-04:00,3050.35498046875,3054.610107421875,3048.719970703125,3052.6298828125,3052.6298828125,30389
2021-03-19 11:05:00-04:00,3050.550048828125,3053.97509765625,3048.0,3048.0,3048.0,22704
2021-03-19 11:10:00-04:00,3049.3701171875,3050.425048828125,3043.85009765625,3045.2451171875,3045.2451171875,28915
2021-03-19 11:15:00-04:00,3045.419921875,3047.0,3040.35009765625,3042.735107421875,3042.735107421875,21958
2021-03-19 11:20:00-04:00,3041.9599609375,3043.8701171875,3035.0,3035.909912109375,3035.909912109375,19602
2021-03-19 11:25:00-04:00,3035.0,3036.919921875,3030.550048828125,3036.201416015625,3036.201416015625,32082
2021-03-19 11:30:00-04:00,3037.89990234375,3038.610107421875,3033.6298828125,3035.39990234375,3035.39990234375,15335
